id,years,program,Y0_enrol,Y0_complete,Y0_grade,Y1_enrol,Y1_complete,Y1_grade,Y2_enrol,Y2_complete,Y2_grade,Y3_enrol,Y3_complete,Y3_grade,Y4_enrol,Y4_complete,Y4_grade,Class
131392311,three,biology,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392332,three,biology,high,high,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392351,three,management,low,low,C,high,high,B,high,medium,C,high,medium,C,low,low,E,ok
131392352,three,biology,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131392370,three,biology,medium,medium,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
131392375,three,biology,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131392380,three,biology,high,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131392384,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392386,three,biology,medium,low,E,medium,low,C,high,low,B,high,medium,C,high,low,C,fail
131392389,three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131392411,three,biology,high,medium,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392412,three,management,high,high,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
131392419,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392425,three,management,high,low,C,low,low,E,low,low,E,high,low,E,low,low,E,fail
131392426,three,informatics,high,low,E,high,low,C,medium,low,B,low,low,E,high,low,E,fail
131392429,three,biology,high,medium,C,medium,medium,C,high,high,C,high,low,C,low,low,E,ok
131392447,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392450,three,management,low,low,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131392451,three,informatics,low,low,C,medium,low,C,medium,low,E,high,high,C,high,high,C,ok
131392457,three,informatics,medium,low,C,high,medium,C,high,medium,C,high,low,C,high,low,B,ok
131392467,three,informatics,high,low,E,medium,low,E,high,low,E,high,low,B,high,medium,C,fail
131392473,three,biology,low,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131392477,three,biology,high,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131392482,three,informatics,low,low,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131392488,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392489,three,biology,medium,medium,B,high,high,A,high,high,A,low,low,E,low,low,E,ok
131392495,three,biology,high,medium,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392502,three,biology,high,medium,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392518,three,informatics,medium,medium,C,high,medium,C,medium,low,C,high,medium,C,high,medium,C,ok
131392534,three,management,low,low,E,high,medium,C,high,high,C,high,medium,C,high,low,C,ok
131392556,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392561,three,informatics,high,low,E,high,low,E,medium,low,E,high,low,B,low,low,E,fail
131392564,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392581,three,biology,low,low,C,high,high,B,high,high,B,high,medium,C,low,low,E,ok
131392582,three,management,low,low,B,high,medium,C,high,high,C,high,low,C,high,low,C,ok
131392587,three,management,medium,medium,C,high,high,C,high,low,C,high,medium,C,low,low,E,ok
131392598,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392603,three,informatics,medium,medium,C,high,low,C,high,low,C,high,medium,C,high,medium,C,ok
131392605,three,management,medium,low,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131392606,three,management,low,low,C,high,high,C,high,medium,C,high,high,C,low,low,E,ok
131392607,three,management,high,low,E,high,low,C,high,low,C,high,low,E,low,low,E,fail
131392644,three,informatics,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392649,three,biology,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131392679,three,management,medium,low,E,high,low,E,high,low,E,low,low,E,low,low,E,fail
131392682,three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
131392694,three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131392695,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392718,three,management,medium,medium,B,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131392726,three,management,medium,medium,C,high,high,C,high,medium,C,high,low,C,low,low,E,ok
131392728,three,biology,high,low,E,high,medium,C,high,medium,C,low,low,E,low,low,E,fail
131392733,three,management,high,medium,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131392755,three,biology,low,low,B,medium,medium,B,medium,medium,B,high,high,C,high,medium,C,ok
131392773,three,management,low,low,C,high,medium,C,high,low,C,high,low,C,high,medium,C,ok
131392793,three,informatics,high,low,E,high,low,C,high,low,C,low,low,E,high,low,C,fail
131392802,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392808,three,biology,high,high,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131392813,three,management,medium,medium,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131392826,three,management,low,low,C,medium,medium,C,high,medium,C,high,medium,C,high,low,C,ok
131392836,three,management,medium,medium,C,high,medium,C,high,medium,C,high,low,C,high,low,C,ok
131392841,three,biology,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131392846,three,management,low,low,B,high,high,C,high,medium,C,high,medium,C,high,low,C,ok
131392847,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392848,three,management,low,low,C,high,high,C,high,medium,C,high,low,C,high,medium,C,ok
131392851,three,biology,high,medium,B,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
131392853,three,management,medium,low,E,low,low,E,high,low,E,low,low,E,high,low,C,fail
131392865,three,management,high,high,C,high,medium,C,high,medium,B,low,low,E,low,low,E,ok
131392866,three,biology,high,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131392872,three,management,high,low,C,high,low,C,high,low,C,high,medium,C,low,low,E,fail
131392875,three,biology,low,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131392880,three,informatics,medium,low,E,high,low,A,high,low,C,high,low,C,medium,medium,B,fail
131392897,three,management,medium,medium,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392899,three,informatics,high,low,C,high,low,B,low,low,E,low,low,E,low,low,E,fail
131392914,three,informatics,high,high,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131392925,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392931,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131392932,three,informatics,high,low,E,high,low,E,high,low,E,low,low,E,low,low,E,fail
131392938,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392945,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392947,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392951,three,management,low,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392954,three,management,high,low,E,high,low,E,low,low,E,low,low,E,low,low,E,fail
131392973,three,informatics,medium,low,E,low,low,E,high,low,C,low,low,E,low,low,E,fail
131392976,three,management,low,low,C,medium,low,C,high,high,C,high,medium,C,high,medium,C,ok
131392982,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131392999,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393004,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393005,three,management,high,high,C,high,low,C,high,medium,C,high,medium,C,low,low,E,ok
131393018,three,management,medium,medium,C,high,medium,C,high,medium,C,high,low,B,high,low,C,ok
131393027,three,biology,low,low,E,high,low,C,low,low,E,high,high,C,high,medium,C,ok
131393096,three,biology,high,high,B,high,high,C,high,medium,B,low,low,E,low,low,E,ok
131393108,three,biology,low,low,C,medium,low,C,high,medium,C,medium,low,C,high,medium,C,ok
131393120,three,biology,low,low,B,low,low,C,high,medium,C,medium,medium,C,high,medium,C,ok
131393123,three,biology,medium,medium,B,medium,medium,B,high,medium,B,high,medium,B,low,low,E,ok
131393125,three,informatics,low,low,B,medium,low,C,high,medium,C,high,medium,C,high,low,C,ok
131393130,three,biology,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131393137,three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131393143,three,informatics,high,medium,C,high,medium,B,high,medium,C,medium,low,C,low,low,E,ok
131393148,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131393152,three,biology,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
131393158,three,management,high,high,B,high,low,C,high,medium,C,low,low,E,low,low,E,ok
131393161,three,management,medium,medium,C,medium,low,C,medium,medium,C,medium,medium,C,high,low,C,ok
131393189,three,biology,medium,medium,B,high,high,C,high,medium,B,low,low,E,low,low,E,ok
131393195,three,biology,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131393196,three,management,medium,medium,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131393200,three,informatics,medium,low,E,high,low,E,high,low,B,low,low,E,low,low,E,fail
131393202,three,informatics,medium,low,E,high,low,E,high,low,E,low,low,E,low,low,E,fail
131393206,three,informatics,low,low,E,low,low,E,low,low,E,low,low,E,high,medium,C,ok
131393211,three,management,high,high,B,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131393218,three,biology,medium,low,C,high,medium,C,high,medium,B,high,medium,C,high,medium,C,ok
131393221,three,informatics,low,low,C,medium,medium,C,high,low,C,high,medium,C,medium,low,C,ok
131393224,three,biology,high,low,E,high,low,E,low,low,E,low,low,E,low,low,E,fail
131393234,three,management,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
131393240,three,biology,high,low,C,high,low,B,low,low,E,low,low,E,low,low,E,fail
131393247,three,management,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131393253,three,management,high,low,E,high,low,C,medium,low,C,low,low,E,low,low,E,fail
131393281,three,biology,low,low,C,high,medium,C,high,medium,C,medium,medium,C,medium,low,C,ok
131393287,three,informatics,high,high,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131393307,three,management,high,low,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393329,three,informatics,medium,medium,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
131393336,three,biology,medium,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131393339,three,management,low,low,C,medium,low,C,high,high,C,high,medium,C,medium,low,C,ok
131393346,three,informatics,low,low,B,low,low,C,high,medium,C,high,medium,C,high,medium,C,ok
131393348,three,biology,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,fail
131393355,three,biology,medium,low,B,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
131393362,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393369,three,management,high,high,B,high,low,C,high,low,C,high,low,C,low,low,E,ok
131393401,three,biology,high,high,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131393407,three,management,medium,low,C,medium,low,C,high,low,C,high,medium,C,high,medium,C,ok
131393415,three,informatics,medium,low,C,medium,low,C,medium,low,C,medium,low,E,high,medium,C,ok
131393433,three,biology,medium,medium,B,high,medium,B,high,high,C,medium,medium,C,low,low,E,ok
131393437,three,management,medium,medium,C,high,high,B,high,medium,C,high,medium,C,low,low,E,ok
131393469,three,management,low,low,B,medium,low,C,medium,low,C,high,medium,C,high,medium,C,ok
131393480,three,biology,high,medium,C,medium,low,C,high,medium,C,high,medium,C,low,low,E,ok
131393489,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131393490,three,management,medium,medium,C,high,medium,C,high,high,C,high,low,C,high,low,C,ok
131393495,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131393514,three,biology,high,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131393515,three,management,high,high,C,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131393517,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393521,three,management,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131393522,three,biology,medium,medium,C,high,medium,B,high,medium,C,high,medium,C,low,low,E,ok
131393524,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393531,three,management,high,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131393534,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393550,three,biology,high,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131393566,three,management,high,low,C,high,low,C,high,low,C,high,low,E,high,low,E,fail
131393569,three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131393571,three,biology,medium,low,C,high,high,C,high,high,C,high,medium,C,low,low,E,ok
131393573,three,biology,high,high,B,high,low,B,high,low,C,high,low,C,high,low,C,ok
131393585,three,management,medium,medium,B,high,low,C,high,medium,C,high,medium,C,low,low,E,ok
131393586,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393602,three,biology,low,low,C,medium,low,B,high,medium,C,medium,low,C,medium,medium,C,ok
131393605,three,biology,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,medium,C,ok
131393608,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131393609,three,biology,low,low,C,high,medium,C,medium,medium,C,high,medium,C,high,low,C,ok
131393620,three,biology,medium,medium,B,medium,medium,C,high,high,C,high,medium,C,low,low,E,ok
131393623,three,management,high,high,C,high,medium,C,high,high,C,low,low,E,low,low,E,ok
131393639,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131393643,three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
131393645,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131393652,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131393658,three,informatics,high,low,E,high,low,C,high,medium,C,low,low,E,low,low,E,fail
131393660,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131393664,three,biology,high,high,C,medium,medium,C,medium,medium,C,high,medium,C,low,low,E,ok
131393669,three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131393672,three,biology,low,low,C,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
131393680,three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131393682,three,biology,low,low,E,medium,low,C,high,low,C,high,medium,C,high,high,C,ok
131393683,three,biology,medium,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131393692,three,biology,medium,medium,C,medium,medium,C,high,high,C,high,medium,C,low,low,E,ok
131393709,three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
131393714,three,management,low,low,C,high,medium,B,high,medium,C,high,medium,C,low,low,E,ok
131393721,three,biology,high,high,B,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
131393723,three,management,high,medium,C,high,high,C,high,low,C,high,low,C,high,medium,C,ok
131393730,three,management,low,low,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
131393739,three,biology,high,high,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131393748,three,biology,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131393753,three,biology,high,medium,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
131393755,three,management,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
131393756,three,informatics,low,low,C,high,high,C,high,high,C,medium,low,C,low,low,E,ok
131393763,three,biology,high,high,B,high,medium,B,high,high,C,high,medium,C,low,low,E,ok
131393766,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131393769,three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393770,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131393775,three,biology,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131393781,three,biology,high,high,B,high,high,C,medium,medium,C,low,low,E,low,low,E,ok
131393783,three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131393784,three,biology,low,low,C,low,low,E,medium,medium,C,medium,medium,C,high,medium,C,ok
131393794,three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131393806,three,management,high,high,B,high,medium,C,high,low,C,high,low,C,low,low,E,ok
131393816,three,management,high,low,E,high,low,C,high,low,C,low,low,E,low,low,E,fail
131393819,three,informatics,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131393827,three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131393848,three,management,high,low,C,high,medium,C,high,low,C,low,low,E,low,low,E,fail
131393851,three,biology,low,low,C,medium,low,C,medium,low,C,low,low,E,high,medium,C,fail
131393861,three,biology,high,low,C,medium,low,B,low,low,E,low,low,E,low,low,E,fail
131393863,three,informatics,high,medium,C,high,low,C,high,medium,C,high,medium,C,medium,low,C,ok
131393869,three,biology,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393932,three,management,low,low,A,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393939,three,management,low,low,C,medium,low,E,high,medium,C,high,high,C,high,medium,C,ok
131393948,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131393949,three,management,high,low,C,low,low,E,high,low,C,high,low,B,medium,low,E,fail
131393965,three,informatics,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,medium,C,ok
131394007,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131394015,three,management,medium,medium,C,high,high,C,medium,medium,C,high,low,C,low,low,E,ok
131394045,three,biology,low,low,B,medium,medium,B,high,medium,C,high,medium,C,high,medium,C,ok
131394054,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131394061,three,informatics,high,low,C,low,low,E,high,low,C,high,medium,C,high,low,C,fail
131394083,three,biology,low,low,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131394128,three,informatics,medium,medium,B,high,high,B,high,medium,C,medium,low,C,low,low,E,ok
131394130,three,management,low,low,C,medium,low,C,high,medium,A,high,medium,B,high,medium,C,ok
131394140,three,management,low,low,C,high,low,C,high,medium,C,high,medium,C,high,medium,C,ok
131394143,three,biology,high,high,C,high,medium,C,medium,low,C,low,low,E,low,low,E,ok
131394148,three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131394159,three,biology,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131394169,three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131394181,three,informatics,low,low,B,high,medium,B,medium,medium,B,high,medium,B,medium,medium,B,ok
131394192,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131394199,three,biology,low,low,C,medium,medium,C,high,medium,C,high,medium,C,high,low,C,ok
131394201,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131394203,three,management,high,low,C,high,low,B,high,low,C,high,low,C,low,low,E,fail
131394206,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131394209,three,biology,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131394218,three,management,medium,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131394241,three,biology,medium,medium,C,medium,medium,C,high,high,C,high,medium,C,high,medium,C,ok
131394249,three,informatics,low,low,C,high,high,C,high,medium,C,medium,medium,C,medium,low,C,ok
131394250,three,biology,medium,medium,B,medium,medium,C,low,low,E,low,low,E,low,low,E,fail
131394268,three,informatics,low,low,C,high,medium,C,high,low,C,high,medium,C,high,medium,C,ok
131394291,three,biology,high,high,C,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
131394308,three,biology,medium,low,C,medium,medium,C,high,high,B,high,medium,C,low,low,E,ok
131394336,three,biology,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131394345,three,management,medium,medium,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
131394347,three,management,high,medium,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
131394362,three,informatics,high,medium,C,high,low,C,high,medium,C,high,low,C,high,low,C,ok
131394381,three,biology,medium,medium,C,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,ok
131394394,three,management,high,low,C,high,low,B,high,low,C,high,low,B,high,low,C,fail
131394395,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131394427,three,informatics,high,high,B,high,high,B,medium,medium,B,low,low,E,low,low,E,ok
131394451,three,management,low,low,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
131394452,three,biology,medium,low,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
131394458,three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131394463,three,biology,low,low,C,high,medium,C,high,medium,C,low,low,E,low,low,E,fail
131394465,three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131394473,three,management,high,low,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131394479,three,management,low,low,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131394491,three,informatics,high,high,C,high,low,C,high,low,C,high,low,C,high,low,C,ok
131394492,three,management,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,medium,C,ok
131394496,three,biology,high,low,E,high,low,E,high,low,C,high,low,C,high,low,C,fail
131394522,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131394526,three,biology,high,high,B,medium,medium,C,high,medium,C,low,low,E,low,low,E,ok
131394528,three,management,high,medium,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
131394529,three,biology,high,low,E,medium,low,C,high,low,C,low,low,E,low,low,E,fail
131394540,three,management,high,medium,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131394546,three,biology,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131394554,three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131394556,three,biology,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131394557,three,management,medium,medium,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
131394560,three,management,high,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,fail
131394563,three,biology,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131394564,three,informatics,medium,medium,C,medium,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
131394577,three,biology,high,high,B,medium,medium,C,high,medium,C,low,low,E,low,low,E,ok
131394585,three,biology,medium,medium,B,high,medium,B,high,medium,C,high,medium,C,low,low,E,ok
131394587,three,management,high,low,C,high,low,C,high,low,C,high,low,C,high,medium,C,fail
131394591,three,biology,low,low,C,medium,low,C,low,low,E,low,low,E,medium,low,C,ok
131394594,three,informatics,high,low,C,high,low,C,high,low,C,high,low,C,high,low,C,fail
131394599,three,biology,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131394602,three,biology,low,low,E,low,low,C,high,low,C,high,high,C,low,low,E,fail
131394609,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131394618,three,management,low,low,B,low,low,E,low,low,E,low,low,C,medium,low,C,ok
131394620,three,informatics,medium,low,E,medium,low,E,medium,low,E,high,low,E,high,low,C,fail
131394630,three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,low,C,medium,low,C,ok
131394638,three,biology,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131394646,three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131394659,three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
131394661,three,biology,high,high,B,medium,medium,B,high,medium,C,low,low,E,low,low,E,ok
131394677,three,management,low,low,C,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
131394680,three,management,medium,medium,C,high,medium,C,high,low,C,low,low,E,low,low,E,ok
131394692,three,informatics,medium,medium,B,medium,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
131394701,three,informatics,high,low,E,high,low,C,high,low,C,high,low,C,low,low,E,fail
131394710,three,biology,high,high,C,high,medium,B,high,medium,C,low,low,E,low,low,E,ok
131394744,three,management,medium,low,E,high,low,C,high,low,C,high,low,B,high,low,C,ok
131394745,three,management,high,low,C,medium,low,E,low,low,E,high,low,E,low,low,E,fail
131394756,three,informatics,low,low,A,medium,low,B,high,medium,C,high,medium,C,high,low,C,ok
131394757,three,informatics,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,low,C,ok
131394765,three,management,high,low,E,medium,low,E,low,low,E,low,low,E,low,low,E,fail
131394775,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131394787,three,informatics,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131394794,three,informatics,medium,low,C,high,medium,C,high,medium,C,high,low,C,high,low,C,ok
131394868,three,informatics,high,high,C,high,medium,C,high,low,C,high,low,C,medium,medium,C,ok
131394871,three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,medium,low,C,ok
131394887,three,informatics,high,medium,C,high,medium,C,high,medium,C,medium,medium,C,low,low,E,ok
131394895,three,biology,low,low,C,low,low,C,high,medium,C,high,medium,C,high,medium,C,ok
131394896,three,informatics,low,low,C,medium,low,C,high,medium,C,high,medium,C,high,low,C,ok
131394902,three,informatics,high,high,C,high,low,C,high,medium,C,high,medium,C,medium,low,C,ok
131394903,three,management,low,low,C,high,medium,C,high,medium,C,high,medium,C,medium,low,C,ok
131394906,three,management,low,low,E,low,low,E,medium,low,C,high,medium,C,medium,low,C,fail
131394910,three,management,high,low,E,high,low,C,high,low,C,high,low,C,high,low,C,fail
131394915,three,biology,high,high,C,high,medium,C,high,medium,C,high,medium,B,low,low,E,ok
131394920,three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,medium,low,C,ok
131394922,three,biology,low,low,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
131394926,three,informatics,medium,low,E,high,low,E,medium,low,E,medium,low,E,low,low,E,fail
131394942,three,informatics,low,low,C,medium,low,C,high,medium,C,high,high,C,high,low,C,ok
131394944,three,informatics,medium,low,C,high,low,C,high,low,C,low,low,E,low,low,E,fail
131394957,three,management,medium,medium,C,high,medium,C,high,low,C,high,low,C,high,low,C,ok
131394959,three,informatics,low,low,B,high,high,B,high,medium,C,high,low,C,medium,low,C,ok
131394971,three,informatics,high,high,C,high,medium,C,high,low,C,medium,medium,C,medium,low,C,ok
131394987,three,informatics,high,high,C,high,medium,C,high,medium,C,medium,low,C,low,low,E,ok
131394991,three,biology,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131394993,three,informatics,medium,medium,C,high,high,C,high,medium,C,medium,low,C,low,low,E,ok
131395023,three,management,low,low,E,medium,low,E,high,medium,C,high,medium,C,high,low,C,fail
131395046,three,management,medium,low,E,medium,low,C,high,low,C,high,low,C,high,low,E,fail
131395056,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131395085,three,management,low,low,B,high,high,C,high,medium,C,high,low,C,high,low,C,ok
131395108,three,biology,low,low,E,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
